Name,Age_Group,Gender,Geography,Education,Occupation,Caste,Voted_Party
Rekha Ansari,40-49,Female,Rural,Professional Education,Skilled Professional,SC,MGB
Sanjay Singh,60-69,Male,Rural,Professional Education,Others,Muslim,MGB
Ranjeet Choudhary,40-49,Male,Rural,10th Pass,Labour,Muslim,MGB
Abdul Ansari,40-49,Male,Rural,10th Pass,Labour,Yadav,MGB
Sunita Choudhary,30-39,Female,Rural,12th Pass,Others,EBC,MGB
Pooja Yadav,20-29,Female,Rural,Upto 9th,Pvt. Service,General,NDA
Rajeev Singh,40-49,Male,Rural,10th Pass,Unemployed,OBC,NDA
Aisha Mishra,60-69,Female,Rural,Upto 9th,Self Occupation & Small Shop,Yadav,MGB
Sanjay Ansari,70 & Above,Male,Rural,Upto 9th,Farmer,EBC,NDA
Mohammad Ansari,30-39,Male,Rural,12th Pass,Housewife,EBC,NDA
Vikash Mishra,70 & Above,Male,Rural,10th Pass,Housewife,Yadav,MGB
Mohammad Ansari,30-39,Male,Urban,Post-Graduate,Housewife,SC,Others
Ranjeet Yadav,60-69,Male,Rural,Upto 9th,Farmer,Muslim,NDA
Rahul Ansari,20-29,Male,Rural,Upto 9th,Pvt. Service,EBC,Others
Abdul Kumar,30-39,Male,Rural,Graduate,Housewife,EBC,NDA
Anita Khatoon,20-29,Female,Rural,Upto 9th,Pvt. Service,EBC,NDA
Pooja Kumar,60-69,Female,Rural,Not Gone to School,Others,SC,NDA
Vikash Manjhi,40-49,Male,Rural,Not Gone to School,Labour,Yadav,MGB
Sanjay Manjhi,30-39,Male,Rural,Graduate,Farmer,General,NDA
Rahul Ali,30-39,Male,Urban,Upto 9th,Others,Muslim,MGB
Manju Ansari,20-29,Female,Rural,Upto 9th,Housewife,General,Others
Rekha Manjhi,20-29,Female,Rural,Not Gone to School,Others,SC,MGB
Manju Manjhi,20-29,Female,Urban,Upto 9th,Pvt. Service,Yadav,MGB
Sanjay Mishra,30-39,Male,Rural,Not Gone to School,Pvt. Service,OBC,NDA
Neha Yadav,30-39,Female,Rural,Not Gone to School,Labour,Muslim,MGB
Fatima Choudhary,50-59,Female,Rural,Upto 9th,Labour,SC,Others
Deepak Manjhi,40-49,Male,Rural,Not Gone to School,Labour,EBC,NDA
Deepak Kumar,30-39,Male,Rural,12th Pass,Housewife,General,JSP
Anita Mishra,20-29,Female,Rural,Not Gone to School,Housewife,Muslim,MGB
Rajeev Khatoon,60-69,Male,Rural,Professional Education,Farmer,Yadav,MGB
Manju Paswan,50-59,Female,Rural,Graduate,Labour,EBC,NDA
Ranjeet Paswan,30-39,Male,Urban,Not Gone to School,Farmer,Muslim,MGB
Mohammad Yadav,40-49,Male,Rural,Not Gone to School,Farmer,EBC,NDA
Manju Singh,20-29,Female,Rural,Not Gone to School,Housewife,EBC,NDA
Abdul Ansari,18-19,Male,Rural,12th Pass,Housewife,General,NDA
Kavita Ali,60-69,Female,Rural,Professional Education,Unemployed,Muslim,NDA
Deepak Sharma,20-29,Male,Rural,Upto 9th,Labour,Yadav,MGB
Rahul Manjhi,30-39,Male,Rural,Not Gone to School,Farmer,Yadav,Others
Pooja Manjhi,60-69,Female,Rural,Post-Graduate,Others,Muslim,MGB
Mohammad Singh,20-29,Male,Urban,Graduate,Farmer,OBC,NDA
Amit Singh,50-59,Male,Urban,Professional Education,Others,EBC,JSP
Mohammad Sharma,30-39,Male,Rural,Graduate,Student,OBC,Others
Mukesh Ali,20-29,Male,Rural,Graduate,Housewife,EBC,MGB
Deepak Choudhary,60-69,Male,Rural,12th Pass,Student,SC,MGB
Rahul Ali,30-39,Male,Rural,Upto 9th,Farmer,General,JSP
Mukesh Yadav,20-29,Male,Rural,Upto 9th,Labour,General,Others
Kavita Manjhi,30-39,Female,Rural,10th Pass,Housewife,SC,Others
Sanjay Choudhary,40-49,Male,Rural,12th Pass,Skilled Professional,SC,MGB
Manju Paswan,20-29,Female,Rural,10th Pass,Pvt. Service,EBC,MGB
Ranjeet Yadav,30-39,Male,Rural,Upto 9th,Labour,SC,NDA
Rekha Ali,40-49,Female,Rural,Graduate,Housewife,SC,NDA
Fatima Kumar,40-49,Female,Rural,Graduate,Housewife,SC,Others
Abdul Choudhary,30-39,Male,Rural,Graduate,Others,General,Others
Anita Manjhi,30-39,Female,Rural,12th Pass,Housewife,SC,NDA
Deepak Yadav,60-69,Male,Rural,Graduate,Skilled Professional,General,NDA
Neha Choudhary,40-49,Female,Rural,Not Gone to School,Farmer,Muslim,MGB
Fatima Paswan,30-39,Female,Rural,Upto 9th,Others,EBC,NDA
Sunita Manjhi,40-49,Female,Rural,Not Gone to School,Skilled Professional,Muslim,MGB
Pooja Kumar,50-59,Female,Rural,Graduate,Skilled Professional,OBC,NDA
Sanjay Singh,40-49,Male,Urban,12th Pass,Self Occupation & Small Shop,EBC,NDA
Mukesh Choudhary,40-49,Male,Rural,Graduate,Farmer,SC,MGB
Kavita Sharma,30-39,Female,Rural,Not Gone to School,Pvt. Service,General,NDA
Sunita Ali,30-39,Female,Rural,10th Pass,Pvt. Service,EBC,NDA
Neha Ali,30-39,Female,Rural,Not Gone to School,Pvt. Service,EBC,NDA
Mohammad Paswan,60-69,Male,Rural,10th Pass,Farmer,Muslim,Others
Rahul Manjhi,30-39,Male,Rural,Upto 9th,Skilled Professional,EBC,MGB
Neha Singh,20-29,Female,Rural,Not Gone to School,Student,Muslim,MGB
Anita Choudhary,50-59,Female,Rural,Not Gone to School,Labour,SC,NDA
Sunita Singh,60-69,Female,Urban,Not Gone to School,Farmer,General,MGB
Pooja Ali,50-59,Female,Rural,Not Gone to School,Student,SC,Others
Anita Mishra,50-59,Female,Urban,10th Pass,Skilled Professional,General,MGB
Sunita Mishra,20-29,Female,Rural,10th Pass,Farmer,General,Others
Rahul Sharma,50-59,Male,Rural,12th Pass,Housewife,OBC,NDA
Vikash Sharma,30-39,Male,Rural,Post-Graduate,Labour,EBC,Others
Ranjeet Sharma,40-49,Male,Urban,Not Gone to School,Skilled Professional,General,NDA
Rajeev Mishra,18-19,Male,Rural,Upto 9th,Housewife,OBC,NDA
Mohammad Khatoon,20-29,Male,Rural,Not Gone to School,Farmer,Muslim,MGB
Rahul Sharma,30-39,Male,Rural,Upto 9th,Farmer,Yadav,MGB
Deepak Ansari,18-19,Male,Rural,10th Pass,Farmer,SC,MGB
Sanjay Yadav,20-29,Male,Rural,Upto 9th,Housewife,Yadav,MGB
Vikash Sharma,30-39,Male,Rural,Not Gone to School,Farmer,EBC,JSP
Mukesh Choudhary,40-49,Male,Rural,10th Pass,Farmer,EBC,JSP
Pooja Manjhi,40-49,Female,Rural,Upto 9th,Labour,OBC,MGB
Abdul Manjhi,40-49,Male,Rural,Professional Education,Housewife,EBC,MGB
Neha Sharma,50-59,Female,Rural,Not Gone to School,Farmer,OBC,NDA
Pooja Manjhi,40-49,Female,Rural,Graduate,Housewife,Yadav,Others
Pooja Paswan,20-29,Female,Rural,Upto 9th,Housewife,EBC,NDA
Rekha Manjhi,40-49,Female,Urban,Upto 9th,Housewife,OBC,Others
Mohammad Singh,50-59,Male,Rural,12th Pass,Farmer,SC,Others
Pooja Sharma,50-59,Female,Rural,10th Pass,Govt. Service,ST,MGB
Pooja Manjhi,40-49,Female,Urban,Not Gone to School,Housewife,Yadav,MGB
Ranjeet Paswan,50-59,Male,Rural,Graduate,Pvt. Service,General,NDA
Abdul Mishra,70 & Above,Male,Rural,10th Pass,Labour,SC,NDA
Fatima Yadav,30-39,Female,Rural,Not Gone to School,Housewife,Muslim,MGB
Neha Kumar,20-29,Female,Rural,10th Pass,Labour,EBC,MGB
Rekha Mishra,60-69,Female,Urban,12th Pass,Farmer,Muslim,MGB
Rajeev Choudhary,70 & Above,Male,Rural,Not Gone to School,Farmer,OBC,MGB
Manju Kumar,30-39,Female,Urban,10th Pass,Labour,SC,JSP
Deepak Mishra,40-49,Male,Rural,Graduate,Self Occupation & Small Shop,Yadav,MGB
Mohammad Yadav,70 & Above,Male,Rural,10th Pass,Labour,Muslim,MGB
Rekha Sharma,20-29,Female,Urban,10th Pass,Farmer,OBC,NDA
Neha Singh,50-59,Female,Urban,Graduate,Housewife,Muslim,NDA
Manju Sharma,20-29,Female,Urban,Upto 9th,Farmer,Muslim,MGB
Abdul Manjhi,30-39,Male,Rural,10th Pass,Labour,Muslim,MGB
Sunita Paswan,30-39,Female,Urban,Upto 9th,Self Occupation & Small Shop,General,NDA
Mukesh Yadav,70 & Above,Male,Rural,Not Gone to School,Skilled Professional,SC,MGB
Sunita Ali,40-49,Female,Rural,Upto 9th,Housewife,EBC,MGB
Ranjeet Choudhary,50-59,Male,Rural,Not Gone to School,Housewife,General,NDA
Deepak Khatoon,30-39,Male,Rural,Professional Education,Others,General,Others
Abdul Ali,40-49,Male,Rural,12th Pass,Student,General,NDA
Rekha Ansari,60-69,Female,Rural,Post-Graduate,Pvt. Service,EBC,NDA
Deepak Kumar,40-49,Male,Rural,Not Gone to School,Student,ST,MGB
Neha Ansari,30-39,Female,Rural,10th Pass,Farmer,Yadav,MGB
Rahul Ali,30-39,Male,Rural,Upto 9th,Housewife,SC,NDA
Amit Ali,20-29,Male,Rural,Upto 9th,Self Occupation & Small Shop,Muslim,JSP
Rahul Yadav,20-29,Male,Rural,10th Pass,Student,Yadav,MGB
Abdul Singh,30-39,Male,Rural,10th Pass,Farmer,General,NDA
Ranjeet Ali,20-29,Male,Rural,12th Pass,Skilled Professional,EBC,NDA
Kavita Choudhary,20-29,Female,Rural,10th Pass,Housewife,SC,NDA
Mukesh Kumar,20-29,Male,Rural,12th Pass,Others,General,NDA
Ranjeet Yadav,30-39,Male,Rural,Graduate,Housewife,Muslim,MGB
Abdul Khatoon,20-29,Male,Rural,Not Gone to School,Labour,Muslim,MGB
Anita Manjhi,50-59,Female,Rural,Not Gone to School,Labour,SC,NDA
Sanjay Paswan,70 & Above,Male,Rural,Upto 9th,Unemployed,General,NDA
Sunita Khatoon,50-59,Female,Rural,10th Pass,Govt. Service,Yadav,Others
Kavita Manjhi,70 & Above,Female,Rural,Not Gone to School,Farmer,SC,NDA
Rekha Mishra,40-49,Female,Rural,Post-Graduate,Housewife,OBC,Others
Ranjeet Mishra,40-49,Male,Rural,12th Pass,Others,EBC,MGB
Aisha Manjhi,30-39,Female,Rural,10th Pass,Farmer,EBC,Others
Anita Manjhi,20-29,Female,Rural,10th Pass,Housewife,Muslim,NDA
Priyanka Ansari,20-29,Female,Rural,Graduate,Pvt. Service,Yadav,MGB
Neha Mishra,30-39,Female,Rural,Upto 9th,Labour,OBC,NDA
Rahul Ansari,30-39,Male,Rural,Upto 9th,Farmer,OBC,JSP
Anita Choudhary,40-49,Female,Rural,10th Pass,Housewife,Yadav,MGB
Aisha Mishra,60-69,Female,Urban,10th Pass,Labour,SC,MGB
Amit Mishra,30-39,Male,Rural,10th Pass,Farmer,Yadav,MGB
Manju Khatoon,40-49,Female,Rural,Not Gone to School,Labour,Muslim,NDA
Deepak Ali,20-29,Male,Rural,Not Gone to School,Housewife,Muslim,MGB
Ranjeet Sharma,60-69,Male,Rural,12th Pass,Labour,EBC,NDA
Amit Singh,20-29,Male,Urban,Not Gone to School,Housewife,General,NDA
Vikash Choudhary,70 & Above,Male,Rural,Not Gone to School,Farmer,OBC,NDA
Mukesh Kumar,30-39,Male,Rural,12th Pass,Housewife,Yadav,JSP
Rekha Ansari,30-39,Female,Rural,12th Pass,Labour,General,MGB
Manju Ansari,20-29,Female,Rural,Not Gone to School,Farmer,EBC,MGB
Rajeev Sharma,50-59,Male,Rural,Not Gone to School,Labour,EBC,MGB
Kavita Mishra,60-69,Female,Rural,10th Pass,Skilled Professional,SC,Others
Rahul Khatoon,40-49,Male,Urban,Upto 9th,Student,Muslim,MGB
Rahul Yadav,60-69,Male,Rural,Not Gone to School,Labour,General,NDA
Pooja Kumar,60-69,Female,Rural,Not Gone to School,Housewife,Muslim,MGB
Rajeev Paswan,20-29,Male,Rural,12th Pass,Others,General,NDA
Ranjeet Sharma,30-39,Male,Urban,Graduate,Self Occupation & Small Shop,Yadav,NDA
Mukesh Mishra,20-29,Male,Rural,Professional Education,Farmer,Yadav,MGB
Rahul Khatoon,20-29,Male,Rural,Upto 9th,Skilled Professional,Yadav,NDA
Rekha Manjhi,20-29,Female,Rural,Graduate,Farmer,EBC,NDA
Abdul Choudhary,30-39,Male,Rural,Professional Education,Skilled Professional,Muslim,MGB
Pooja Kumar,70 & Above,Female,Rural,Graduate,Farmer,SC,NDA
Rekha Ansari,20-29,Female,Rural,Upto 9th,Farmer,Muslim,MGB
Mohammad Mishra,40-49,Male,Rural,Upto 9th,Housewife,General,JSP
Rekha Singh,30-39,Female,Rural,10th Pass,Farmer,Yadav,MGB
Abdul Khatoon,70 & Above,Male,Rural,Graduate,Others,EBC,NDA
Deepak Ansari,60-69,Male,Urban,Post-Graduate,Student,General,NDA
Ranjeet Choudhary,40-49,Male,Rural,Upto 9th,Farmer,SC,NDA
Sanjay Ali,60-69,Male,Rural,Not Gone to School,Pvt. Service,Yadav,MGB
Aisha Paswan,40-49,Female,Rural,Upto 9th,Others,Yadav,MGB
Ranjeet Kumar,50-59,Male,Rural,Not Gone to School,Farmer,OBC,MGB
Mukesh Choudhary,60-69,Male,Rural,Not Gone to School,Labour,General,NDA
Neha Ansari,30-39,Female,Rural,Upto 9th,Housewife,SC,MGB
Vikash Kumar,50-59,Male,Rural,12th Pass,Skilled Professional,SC,MGB
Rekha Sharma,20-29,Female,Rural,Upto 9th,Pvt. Service,EBC,MGB
Rekha Mishra,30-39,Female,Rural,Upto 9th,Housewife,SC,NDA
Sanjay Sharma,40-49,Male,Rural,Upto 9th,Labour,EBC,NDA
Sunita Paswan,20-29,Female,Rural,Not Gone to School,Farmer,SC,MGB
Sunita Manjhi,20-29,Female,Rural,Not Gone to School,Labour,OBC,NDA
Amit Manjhi,20-29,Male,Rural,Upto 9th,Farmer,General,Others
Fatima Yadav,60-69,Female,Rural,Not Gone to School,Farmer,Yadav,MGB
Rekha Sharma,30-39,Female,Rural,Not Gone to School,Labour,Muslim,MGB
Rekha Yadav,50-59,Female,Rural,Upto 9th,Skilled Professional,Muslim,MGB
Rajeev Ali,40-49,Male,Rural,Not Gone to School,Labour,Yadav,MGB
Sunita Manjhi,50-59,Female,Rural,10th Pass,Farmer,EBC,NDA
Anita Khatoon,20-29,Female,Urban,10th Pass,Housewife,Yadav,NDA
Rekha Singh,30-39,Female,Rural,Not Gone to School,Farmer,Muslim,NDA
Aisha Ansari,20-29,Female,Rural,Graduate,Labour,SC,NDA
Anita Paswan,50-59,Female,Rural,Professional Education,Housewife,Yadav,MGB
Abdul Singh,50-59,Male,Rural,12th Pass,Others,Muslim,Others
Rekha Paswan,20-29,Female,Urban,Graduate,Housewife,ST,MGB
Pooja Kumar,70 & Above,Female,Rural,Graduate,Housewife,SC,MGB
Aisha Khatoon,30-39,Female,Rural,Not Gone to School,Housewife,SC,NDA
Neha Manjhi,60-69,Female,Rural,10th Pass,Labour,Yadav,MGB
Mukesh Mishra,30-39,Male,Rural,Not Gone to School,Unemployed,Yadav,MGB
Rahul Kumar,30-39,Male,Rural,10th Pass,Pvt. Service,General,NDA
Pooja Yadav,30-39,Female,Rural,Professional Education,Self Occupation & Small Shop,OBC,NDA
Vikash Sharma,50-59,Male,Rural,Graduate,Student,Muslim,JSP
Kavita Mishra,50-59,Female,Rural,Not Gone to School,Farmer,SC,NDA
Rekha Manjhi,50-59,Female,Rural,Graduate,Housewife,Yadav,MGB
Aisha Paswan,40-49,Female,Rural,Not Gone to School,Govt. Service,EBC,NDA
Sunita Ansari,40-49,Female,Rural,Not Gone to School,Labour,General,NDA
Pooja Manjhi,20-29,Female,Rural,Not Gone to School,Others,OBC,NDA
Deepak Paswan,30-39,Male,Rural,Not Gone to School,Housewife,Muslim,NDA
Rahul Mishra,30-39,Male,Urban,10th Pass,Housewife,Muslim,MGB
Rajeev Khatoon,50-59,Male,Urban,10th Pass,Labour,General,NDA
Deepak Ansari,60-69,Male,Rural,10th Pass,Housewife,Muslim,MGB
Rahul Khatoon,70 & Above,Male,Rural,10th Pass,Housewife,EBC,NDA
Priyanka Ansari,70 & Above,Female,Rural,12th Pass,Others,OBC,JSP
Mohammad Kumar,20-29,Male,Rural,12th Pass,Skilled Professional,SC,Others
Fatima Ali,50-59,Female,Urban,Graduate,Skilled Professional,General,Others
Anita Khatoon,20-29,Female,Rural,12th Pass,Farmer,General,NDA
Ranjeet Yadav,40-49,Male,Rural,Upto 9th,Self Occupation & Small Shop,SC,NDA
Neha Singh,20-29,Female,Rural,Not Gone to School,Housewife,Yadav,MGB
Rahul Sharma,30-39,Male,Rural,Upto 9th,Skilled Professional,General,NDA
Neha Choudhary,70 & Above,Female,Rural,Post-Graduate,Pvt. Service,General,NDA
Anita Yadav,20-29,Female,Rural,Graduate,Labour,EBC,NDA
Ranjeet Singh,18-19,Male,Rural,Not Gone to School,Housewife,EBC,Others
Deepak Manjhi,20-29,Male,Rural,Graduate,Others,OBC,MGB
Rajeev Choudhary,50-59,Male,Rural,Not Gone to School,Farmer,EBC,NDA
Rahul Singh,60-69,Male,Rural,12th Pass,Housewife,EBC,Others
Fatima Singh,50-59,Female,Rural,12th Pass,Unemployed,Muslim,MGB
Pooja Khatoon,50-59,Female,Rural,Graduate,Labour,OBC,NDA
Rajeev Ansari,60-69,Male,Rural,Upto 9th,Farmer,Muslim,MGB
Priyanka Sharma,50-59,Female,Rural,Professional Education,Housewife,OBC,NDA
Rekha Manjhi,70 & Above,Female,Rural,10th Pass,Student,OBC,MGB
Neha Ansari,30-39,Female,Rural,Upto 9th,Others,EBC,NDA
Pooja Mishra,50-59,Female,Rural,Upto 9th,Farmer,Yadav,MGB
Vikash Choudhary,50-59,Male,Rural,Upto 9th,Labour,Yadav,MGB
Rekha Mishra,30-39,Female,Rural,Not Gone to School,Housewife,SC,NDA
Kavita Mishra,50-59,Female,Rural,Graduate,Housewife,Yadav,MGB
Deepak Kumar,18-19,Male,Rural,Upto 9th,Labour,General,NDA
Priyanka Mishra,70 & Above,Female,Rural,Not Gone to School,Housewife,EBC,NDA
Amit Khatoon,50-59,Male,Rural,Graduate,Pvt. Service,OBC,MGB
Deepak Singh,60-69,Male,Rural,Graduate,Housewife,SC,MGB
Mukesh Yadav,30-39,Male,Rural,10th Pass,Unemployed,SC,Others
Deepak Ali,50-59,Male,Rural,Upto 9th,Housewife,Yadav,MGB
Ranjeet Singh,20-29,Male,Rural,Graduate,Farmer,Yadav,MGB
Mukesh Ali,18-19,Male,Rural,Not Gone to School,Unemployed,General,NDA
Rekha Paswan,40-49,Female,Rural,Not Gone to School,Farmer,EBC,MGB
Deepak Kumar,70 & Above,Male,Rural,10th Pass,Housewife,Yadav,MGB
Deepak Singh,20-29,Male,Rural,Upto 9th,Housewife,General,NDA
Priyanka Ansari,50-59,Female,Rural,Not Gone to School,Self Occupation & Small Shop,Muslim,MGB
Amit Manjhi,30-39,Male,Rural,Not Gone to School,Pvt. Service,SC,NDA
Vikash Singh,50-59,Male,Rural,Not Gone to School,Housewife,General,Others
Sanjay Kumar,60-69,Male,Rural,Not Gone to School,Self Occupation & Small Shop,SC,MGB
Rahul Sharma,30-39,Male,Rural,Not Gone to School,Unemployed,OBC,NDA
Amit Sharma,60-69,Male,Rural,Not Gone to School,Others,Yadav,MGB
Deepak Ansari,20-29,Male,Urban,Upto 9th,Labour,Yadav,MGB
Rahul Ansari,70 & Above,Male,Urban,Not Gone to School,Pvt. Service,Muslim,MGB
Rekha Kumar,60-69,Female,Rural,10th Pass,Pvt. Service,OBC,NDA
Mohammad Paswan,30-39,Male,Rural,Upto 9th,Others,SC,MGB
Deepak Manjhi,50-59,Male,Rural,Not Gone to School,Farmer,EBC,NDA
Aisha Sharma,70 & Above,Female,Rural,Post-Graduate,Farmer,OBC,Others
Manju Mishra,20-29,Female,Rural,Professional Education,Farmer,Yadav,MGB
Mukesh Kumar,30-39,Male,Rural,Graduate,Housewife,SC,NDA
Sanjay Sharma,40-49,Male,Rural,Graduate,Labour,EBC,NDA
Pooja Mishra,40-49,Female,Rural,12th Pass,Pvt. Service,General,NDA
Sunita Choudhary,50-59,Female,Rural,Upto 9th,Labour,OBC,NDA
Abdul Sharma,20-29,Male,Urban,12th Pass,Others,EBC,MGB
Rahul Mishra,40-49,Male,Urban,12th Pass,Pvt. Service,General,NDA
Pooja Mishra,30-39,Female,Rural,10th Pass,Housewife,SC,NDA
Ranjeet Singh,60-69,Male,Urban,Upto 9th,Student,EBC,MGB
Mukesh Manjhi,60-69,Male,Rural,Upto 9th,Unemployed,OBC,NDA
Rajeev Ali,60-69,Male,Rural,12th Pass,Housewife,EBC,NDA
Pooja Singh,40-49,Female,Rural,Not Gone to School,Pvt. Service,OBC,NDA
Abdul Ali,50-59,Male,Rural,12th Pass,Housewife,Yadav,MGB
Rekha Sharma,50-59,Female,Rural,Not Gone to School,Others,Muslim,MGB
Amit Singh,50-59,Male,Rural,Not Gone to School,Farmer,EBC,NDA
Deepak Kumar,50-59,Male,Rural,Upto 9th,Govt. Service,SC,MGB
Sunita Kumar,20-29,Female,Rural,Not Gone to School,Pvt. Service,EBC,NDA
Mohammad Singh,70 & Above,Male,Rural,Upto 9th,Others,Yadav,MGB
Rahul Khatoon,20-29,Male,Rural,Graduate,Self Occupation & Small Shop,Muslim,MGB
Vikash Choudhary,30-39,Male,Rural,Graduate,Farmer,OBC,NDA
Aisha Sharma,20-29,Female,Rural,Post-Graduate,Student,OBC,NDA
Mohammad Mishra,30-39,Male,Rural,10th Pass,Farmer,OBC,NDA
Fatima Paswan,70 & Above,Female,Urban,Professional Education,Pvt. Service,Muslim,Others
Aisha Ansari,40-49,Female,Rural,Upto 9th,Housewife,SC,MGB
Aisha Sharma,30-39,Female,Rural,12th Pass,Housewife,Yadav,MGB
Rekha Paswan,30-39,Female,Rural,10th Pass,Labour,OBC,NDA
Sunita Ansari,30-39,Female,Rural,Upto 9th,Labour,OBC,NDA
Pooja Manjhi,50-59,Female,Rural,Graduate,Others,Yadav,MGB
Sunita Singh,20-29,Female,Rural,12th Pass,Housewife,Muslim,MGB
Vikash Singh,30-39,Male,Rural,10th Pass,Unemployed,OBC,NDA
Amit Paswan,40-49,Male,Rural,Upto 9th,Farmer,Yadav,MGB
Mohammad Ali,60-69,Male,Rural,Graduate,Housewife,Muslim,MGB
Abdul Ansari,20-29,Male,Urban,Upto 9th,Pvt. Service,Yadav,MGB
Rajeev Paswan,60-69,Male,Rural,Graduate,Pvt. Service,Yadav,MGB
Sanjay Manjhi,40-49,Male,Rural,Not Gone to School,Student,Muslim,MGB
Manju Choudhary,20-29,Female,Urban,Graduate,Housewife,OBC,JSP
Abdul Yadav,30-39,Male,Rural,Graduate,Student,General,NDA
Sunita Mishra,40-49,Female,Rural,Graduate,Self Occupation & Small Shop,SC,NDA
Pooja Singh,20-29,Female,Rural,12th Pass,Pvt. Service,OBC,NDA
Sunita Singh,40-49,Female,Rural,Not Gone to School,Labour,Yadav,MGB
Sunita Yadav,50-59,Female,Rural,10th Pass,Labour,Yadav,MGB
Vikash Khatoon,30-39,Male,Rural,Upto 9th,Student,EBC,MGB
Ranjeet Ansari,30-39,Male,Rural,Not Gone to School,Labour,EBC,NDA
Abdul Yadav,60-69,Male,Rural,Graduate,Labour,EBC,MGB
Abdul Khatoon,40-49,Male,Rural,10th Pass,Self Occupation & Small Shop,Muslim,NDA
Ranjeet Yadav,30-39,Male,Rural,Not Gone to School,Housewife,General,NDA
Aisha Mishra,20-29,Female,Rural,Not Gone to School,Housewife,SC,MGB
Pooja Ansari,50-59,Female,Rural,Upto 9th,Farmer,General,Others
Priyanka Ansari,60-69,Female,Rural,10th Pass,Farmer,SC,NDA
Deepak Ansari,40-49,Male,Urban,Not Gone to School,Housewife,Yadav,MGB
Amit Khatoon,20-29,Male,Rural,12th Pass,Labour,OBC,NDA
Rekha Paswan,50-59,Female,Rural,Upto 9th,Farmer,Muslim,MGB
Anita Ali,30-39,Female,Rural,Graduate,Self Occupation & Small Shop,General,MGB
Rekha Ali,40-49,Female,Rural,Post-Graduate,Labour,Yadav,MGB
Amit Paswan,40-49,Male,Urban,Not Gone to School,Govt. Service,OBC,NDA
Sanjay Paswan,40-49,Male,Rural,Professional Education,Skilled Professional,Yadav,MGB
Deepak Manjhi,20-29,Male,Rural,Not Gone to School,Labour,SC,NDA
Sanjay Khatoon,30-39,Male,Rural,Professional Education,Labour,Yadav,MGB
Priyanka Paswan,50-59,Female,Urban,Not Gone to School,Student,OBC,MGB
Fatima Mishra,60-69,Female,Rural,Upto 9th,Others,SC,NDA
Aisha Ali,30-39,Female,Rural,Not Gone to School,Labour,EBC,NDA
Neha Sharma,20-29,Female,Rural,Graduate,Others,EBC,NDA
Pooja Singh,20-29,Female,Rural,Professional Education,Labour,Yadav,MGB
Mohammad Kumar,60-69,Male,Rural,Professional Education,Farmer,SC,NDA
Fatima Khatoon,20-29,Female,Rural,10th Pass,Farmer,Yadav,MGB
Mohammad Mishra,50-59,Male,Urban,10th Pass,Housewife,SC,NDA
Sunita Manjhi,40-49,Female,Rural,12th Pass,Pvt. Service,Muslim,MGB
Kavita Ali,20-29,Female,Rural,Not Gone to School,Pvt. Service,EBC,Others
Ranjeet Manjhi,20-29,Male,Rural,10th Pass,Skilled Professional,General,Others
Neha Mishra,20-29,Female,Rural,10th Pass,Self Occupation & Small Shop,EBC,NDA
Amit Yadav,30-39,Male,Rural,Upto 9th,Unemployed,SC,MGB
Mohammad Ali,60-69,Male,Rural,Upto 9th,Unemployed,General,NDA
Fatima Paswan,30-39,Female,Rural,Graduate,Farmer,General,NDA
Amit Ali,50-59,Male,Rural,12th Pass,Skilled Professional,EBC,Others
Mukesh Mishra,70 & Above,Male,Rural,Not Gone to School,Housewife,OBC,NDA
Ranjeet Yadav,30-39,Male,Rural,12th Pass,Unemployed,Muslim,MGB
Sunita Manjhi,50-59,Female,Urban,Graduate,Housewife,EBC,MGB
Rekha Ansari,30-39,Female,Rural,Not Gone to School,Pvt. Service,Yadav,MGB
Kavita Kumar,40-49,Female,Urban,Not Gone to School,Skilled Professional,EBC,NDA
Mukesh Singh,60-69,Male,Rural,Upto 9th,Skilled Professional,General,NDA
Vikash Paswan,20-29,Male,Rural,10th Pass,Farmer,SC,MGB
Rahul Manjhi,20-29,Male,Rural,12th Pass,Farmer,SC,MGB
Sunita Paswan,20-29,Female,Rural,Not Gone to School,Housewife,EBC,NDA
Sanjay Paswan,30-39,Male,Rural,10th Pass,Others,EBC,NDA
Anita Singh,60-69,Female,Urban,Not Gone to School,Pvt. Service,OBC,NDA
Pooja Ansari,20-29,Female,Rural,12th Pass,Pvt. Service,Yadav,MGB
Mukesh Mishra,20-29,Male,Rural,Upto 9th,Unemployed,Muslim,MGB
Pooja Singh,60-69,Female,Rural,10th Pass,Housewife,EBC,MGB
Abdul Ansari,30-39,Male,Rural,Post-Graduate,Housewife,General,NDA
Deepak Ansari,50-59,Male,Rural,Upto 9th,Skilled Professional,Yadav,MGB
Mohammad Ali,40-49,Male,Urban,Upto 9th,Housewife,Muslim,MGB
Deepak Paswan,40-49,Male,Rural,Not Gone to School,Skilled Professional,Muslim,MGB
Sanjay Kumar,30-39,Male,Rural,Not Gone to School,Labour,General,NDA
Fatima Paswan,20-29,Female,Rural,12th Pass,Self Occupation & Small Shop,EBC,MGB
Amit Singh,40-49,Male,Rural,Upto 9th,Unemployed,Muslim,Others
Kavita Singh,60-69,Female,Rural,Graduate,Pvt. Service,Muslim,MGB
Priyanka Kumar,60-69,Female,Rural,Not Gone to School,Housewife,General,MGB
Pooja Kumar,40-49,Female,Rural,12th Pass,Labour,EBC,NDA
